language	passage_name	text	ipa	n_phones	n_syllables
FRA	P2	Envoyez une ambulance au 16 boulevard Frot le plus vite possible. Un vieil homme a glissé sur la glace et s’est cassé la jambe. On ne peut pas le déplacer. L’accès au boulevard n’est possible que par la rue Mortier, l’avenue du Parc a été fermée pour travaux. L’hôpital la Timone a été prévenu et attend votre arrivée.	['ɑ̃vwaje', 'yn', 'ɑ̃bylɑ̃s', 'o', 'sɛz', 'bulvaʁ', 'fʁo', 'lə', 'ply', 'vit', 'pɔsibl', 'œ̃', 'vjɛj', 'ɔm', 'a', 'ɡlise', 'syʁ', 'la', 'ɡlas', 'e', 'ɛs', 'ɛ', 'kase', 'la', 'ʒɑ̃b', 'ɔ̃', 'nə', 'pø', 'pa', 'lə', 'deplase', 'ɛl', 'aksɛ', 'o', 'bulvaʁ', 'ɛn', 'ɛ', 'pɔsibl', 'kə', 'paʁ', 'la', 'ʁy', 'mɔʁtje', 'ɛl', 'avny', 'dy', 'paʁk', 'a', 'ete', 'fɛʁme', 'puʁ', 'tʁavo', 'ɛl', 'opital', 'la', 'timɔn', 'a', 'ete', 'pʁevny', 'e', 'atɑ̃', 'votʁ', 'aʁive']	196	89
FRA	P3	Le département des commandes de Noël s’il vous plaît. J’aimerais commander dix boîtes de biscuits de Noël, cinq boîtes de biscuits variés, et trois grandes bûches de Noël. L’adresse de livraison est chez le Dr. Barnado, 16 route de l'Isle d'Abeau. Pouvez-vous garantir la livraison le 23 décembre au plus tard ? Je vous serais reconnaissant de ne pas indiquer le nom de la personne ayant passé la commande.	['lə', 'depaʁtəmɑ̃', 'de', 'kɔmɑ̃d', 'də', 'nɔɛl', 'ɛs', 'il', 'vu', 'plɛ', 'ʒi', 'ɛmʁɛ', 'kɔmɑ̃de', 'dis', 'bwat', 'də', 'biskyi', 'də', 'nɔɛl', 'sɛ̃k', 'bwat', 'də', 'biskyi', 'vaʁje', 'e', 'tʁwa', 'ɡʁɑ̃d', 'byːʃ', 'də', 'nɔɛl', 'ɛl', 'adʁɛs', 'də', 'livʁɛzɔ̃', 'ɛ', 'ʃe', 'lə', 'deɛʁ', 'baʁnado', 'sɛz', 'ʁut', 'də', 'puve', 'vu', 'ɡaʁɑ̃tiʁ', 'la', 'livʁɛzɔ̃', 'lə', 'vɛ̃ttʁwa', 'desɑ̃bʁ', 'o', 'ply', 'taʁ', 'ʒə', 'vu', 'səʁɛ', 'ʁəkɔnɛsɑ̃', 'də', 'nə', 'pa', 'ɛ̃dike', 'lə', 'nɔ̃', 'də', 'la', 'pɛʁsɔn', 'ɛjɑ̃', 'pase', 'la', 'kɔmɑ̃d']	243	108
FRA	P8	La nuit dernière j’ai ouvert la porte d’entrée pour laisser sortir le chat. La soirée était si belle que je suis descendu dans le jardin pour prendre un bol d’air frais. Puis j’ai entendu le clic de la porte qui se refermait derrière moi et j’ai compris que je m’étais enfermé dehors. Pour couronner le tout, j’ai été arrêté alors que j’essayais de forcer la porte !	['la', 'nyi', 'dɛʁnjɛʁ', 'ʒi', 'e', 'uvɛʁ', 'la', 'pɔʁt', 'de', 'ɑ̃tʁe', 'puʁ', 'lɛse', 'sɔʁtiʁ', 'lə', 'ʃa', 'la', 'swaʁe', 'etɛ', 'si', 'bɛl', 'kə', 'ʒə', 'syi', 'dɛsɑ̃dy', 'dɑ̃', 'lə', 'ʒaʁdɛ̃', 'puʁ', 'pʁɑ̃dʁ', 'œ̃', 'bɔl', 'de', 'ɛʁ', 'fʁɛ', 'pyi', 'ʒi', 'e', 'ɑ̃tɑ̃dy', 'lə', 'klik', 'də', 'la', 'pɔʁt', 'ki', 'sə', 'ʁəfɛʁmɛ', 'dɛʁjɛʁ', 'mwa', 'e', 'ʒi', 'e', 'kɔ̃pʁi', 'kə', 'ʒə', 'ɛm', 'etɛ', 'ɑ̃fɛʁme', 'dəɔʁ', 'puʁ', 'kuʁɔne', 'lə', 'tu', 'ʒi', 'e', 'ete', 'aʁɛte', 'alɔʁ', 'kə', 'ʒi', 'esɛjɛ', 'də', 'fɔʁse', 'la', 'pɔʁt']	227	106
FRA	P9	J’ai toujours trouvé difficile de dormir pendant les longs trajets en train en Europe. D’abord, je n’arrive jamais à me mettre à l’aise dans le siège. Ensuite, les autres passagers parlent généralement trop fort ou, pire encore, ils ronflent. En plus, il y a le cliquetis constant des roues sur la voie. Et quand j’arrive à m’assoupir, le contrôleur arrive et me réveille.	['ʒi', 'e', 'tuʒuʁ', 'tʁuve', 'difisil', 'də', 'dɔʁmiʁ', 'pɑ̃dɑ̃', 'le', 'lɔ̃', 'tʁaʒɛ', 'ɑ̃', 'tʁɛ̃', 'ɑ̃', 'øʁɔp', 'de', 'abɔʁ', 'ʒə', 'ɛn', 'aʁiv', 'ʒamɛ', 'a', 'mə', 'mɛtʁ', 'a', 'ɛl', 'ɛz', 'dɑ̃', 'lə', 'sjɛʒ', 'ɑ̃syit', 'le', 'otʁ', 'pasaʒe', 'paʁl', 'ʒeneʁalmɑ̃', 'tʁo', 'fɔʁ', 'u', 'piʁ', 'ɑ̃kɔʁ', 'il', 'ʁɔ̃fl', 'ɑ̃', 'ply', 'il', 'iɡʁɛk', 'a', 'lə', 'klikti', 'kɔ̃stɑ̃', 'de', 'ʁw', 'syʁ', 'la', 'vwa', 'e', 'kɑ̃', 'ʒi', 'aʁiv', 'a', 'ɛm', 'asupiʁ', 'lə', 'kɔ̃tʁolœʁ', 'aʁiv', 'e', 'mə', 'ʁevɛj']	214	98
FRA	Q0	Désolé de ne pas être venu au dîner ce week-end. Je me réjouissais vraiment de te revoir. Malheureusement, j’ai eu un petit accident juste au moment de partir. C’est arrivé quand je suis descendu à la cave chercher une bouteille de vin. Je n’ai pas pris la peine d’allumer la lumière, j’ai trébuché sur une marche bancale dans le noir, et je me suis cassé la cheville.	['dezole', 'də', 'nə', 'pa', 'ɛtʁ', 'vəny', 'o', 'dine', 'sə', 'wiːk', 'ɛnd', 'ʒə', 'mə', 'ʁeʒwisɛ', 'vʁɛmɑ̃', 'də', 'tə', 'ʁəvwaʁ', 'maløʁøzmɑ̃', 'ʒi', 'e', 'y', 'œ̃', 'pəti', 'aksidɑ̃', 'ʒyst', 'o', 'momɑ̃', 'də', 'paʁtiʁ', 'se', 'ɛ', 'aʁive', 'kɑ̃', 'ʒə', 'syi', 'dɛsɑ̃dy', 'a', 'la', 'kav', 'ʃɛʁʃe', 'yn', 'butɛj', 'də', 'vɛ̃', 'ʒə', 'ɛn', 'e', 'pa', 'pʁi', 'la', 'pɛn', 'de', 'alyme', 'la', 'lymjɛʁ', 'ʒi', 'e', 'tʁebyʃe', 'syʁ', 'yn', 'maʁʃ', 'bɑ̃kal', 'dɑ̃', 'lə', 'nwaʁ', 'e', 'ʒə', 'mə', 'syi', 'kase', 'la', 'ʃəvil']	223	105
FRA	Q1	Il y a un raccourci par cette colline jusqu’à chez moi. Des gens du coin disent qu’elle est hantée. Personne n’aime traverser ces champs la nuit tombée. Bien sûr, je ne crois pas à ces bêtises superstitieuses. C’est juste que j’aime la promenade pittoresque à travers la propriété.	['il', 'iɡʁɛk', 'a', 'œ̃', 'ʁakuʁsi', 'paʁ', 'sɛt', 'kɔlin', 'ʒysk', 'a', 'ʃe', 'mwa', 'de', 'ʒɑ̃', 'dy', 'kwɛ̃', 'diz', 'k', 'ɛl', 'ɛ', 'ɑ̃te', 'pɛʁsɔn', 'ɛn', 'ɛm', 'tʁavɛʁse', 'se', 'ʃɑ̃', 'la', 'nyi', 'tɔ̃be', 'bjɛ̃', 'syːʁ', 'ʒə', 'nə', 'kʁwa', 'pa', 'a', 'se', 'bɛtiz', 'sypɛʁstisjøz', 'se', 'ɛ', 'ʒyst', 'kə', 'ʒi', 'ɛm', 'la', 'pʁomnad', 'pitoʁɛsk', 'a', 'tʁavɛʁ', 'la', 'pʁɔpʁiete']	171	73
DEU	O1	Ich habe da ein Problem mit meinem Boiler. Das Überdruckventil tropft ständig, weil der Wasserstand wohl zu hoch ist. Könnten Sie mir bitte Dienstag früh einen Klempner schicken? das ist leider der einzige Tag in dieser Woche, an dem ich Zeit habe. Ich wäre Ihnen dankbar, wenn Sie mir den Termin schriftlich bestätigen würden.	['ɪç', 'hɑːbə', 'dɑː', 'aɪn', 'pɾoːbleːm', 'mɪt', 'maɪnəm', 'boːiːlɜ', 'das', 'yːbɜdɾʊkvəntiːl', 'tɾɔpft', 'ʃtɛndɪç', 'vaɪl', 'dɛɾ', 'vasɜʃtant', 'voːl', 'tsuː', 'hoːx', 'ɪst', 'kœntən', 'ziː', 'miːɾ', 'bɪtə', 'diːnstɑːk', 'fryː', 'aɪnən', 'klɛmpnɜ', 'ʃɪkən', 'das', 'ɪst', 'laɪdɜ', 'dɛɾ', 'aɪntsɪɡə', 'tɑːk', 'ɪn', 'diːzɜ', 'vɔxə', 'an', 'deːm', 'ɪç', 'tsaɪt', 'hɑːbə', 'ɪç', 'vɛːrə', 'iːnən', 'daŋkbɑːɾ', 'vɛn', 'ziː', 'miːɾ', 'deːn', 'tɛɾmiːn', 'ʃrɪftlɪç', 'bəʃtɛːtɪɡən', 'vʏɾdən']	239	87
DEU	O2	Verbinden Sie mich bitte mit der Beschwerdeabteilung. Die Reparatur an der Hauptwasserleitung vor meinem Haus ist nicht ordentlich durchgeführt worden: mein Keller steht jetzt unter Wasser. Die Angestellten des Wasserwerks waren überhaupt nicht hilfsbereit. Sie haben mich damit abgefertigt, daß alle Reparaturtrupps für die nächsten zwei Wochen schon ausgebucht sind. Soll ich meinen Keller in der Zwischenzeit etwa als Schwimmbad benutzen?!	['fɛɾbɪndən', 'ziː', 'mɪç', 'bɪtə', 'mɪt', 'dɛɾ', 'bəʃveːɾdeːaptaɪlʊŋ', 'diː', 'reːparatuːɾ', 'an', 'dɛɾ', 'haʊptvasɜlaɪtʊŋ', 'fɔɾ', 'maɪnəm', 'haʊs', 'ɪst', 'nɪçt', 'ɔɾdəntlɪç', 'dʊɐçɡəfyːɾt', 'vɔɾdən', 'maɪn', 'kɛlɜ', 'ʃteːt', 'jɛtst', 'ʊntɜ', 'vasɜ', 'diː', 'anɡəʃtɛltən', 'dɛs', 'vasɜvɛɾks', 'vɑːrən', 'yːbɜhaʊpt', 'nɪçt', 'hɪlfsbəraɪt', 'ziː', 'hɑːbən', 'mɪç', 'dɑːmɪt', 'apɡəfɛɾtɪçt', 'das', 'alə', 'reːparɑtʊɐtɾʊps', 'fyːɾ', 'diː', 'nɛçstən', 'tsvaɪ', 'vɔxən', 'ʃoːn', 'aʊsɡəbuːxt', 'zɪnt', 'zɔl', 'ɪç', 'maɪnən', 'kɛlɜ', 'ɪn', 'dɛɾ', 'tsvɪʃəntsaɪt', 'ɛtvɑː', 'als', 'ʃvɪmbɑːt', 'bənʊtsən']	332	117
DEU	O3	Hier ist die örtliche Feuerwehrzentrale. Wir versuchen, einen Notruf zu orten, der aufgehängt hat, ohne genaue Angaben zu machen. Es hörte sich nach einem Ortsgespräch an. Er wählte unsere direkte Nummer, sieben neun zwei fünf acht fünf. Wir müssen ihn schnellstens finden, weil er sich völlig aufgelöst anhörte.	['hiːɾ', 'ɪst', 'diː', 'œɾtlɪçə', 'fɔøɜveːɾtsəntɾɑːlə', 'viːɾ', 'fɛɾzuːxən', 'aɪnən', 'nɔtɾuːf', 'tsuː', 'ɔɾtən', 'dɛɾ', 'aʊfɡəhɛŋt', 'hat', 'oːnə', 'ɡənaʊə', 'anɡɑːbən', 'tsuː', 'maxən', 'ɛs', 'hœɾtə', 'zɪç', 'nɑːx', 'aɪnəm', 'ɔɾtsɡəʃpɾɛːç', 'an', 'ɛɾ', 'vɛːltə', 'ʊnzrə', 'diːrɛktə', 'nʊmɜ', 'ziːbən', 'nɔøn', 'tsvaɪ', 'fʏnf', 'axt', 'fʏnf', 'viːɾ', 'mʏsən', 'iːn', 'ʃnɛlstəns', 'fɪndən', 'vaɪl', 'ɛɾ', 'zɪç', 'fœlɪç', 'aʊfɡəlœst', 'anhœɾtə']	234	85
DEU	O4	Reservieren Sie mir bitte ein Taxi für morgen früh. Herr Jürgen Schröder aus Mühlheim muß um sechs Uhr fünfzehn am Düsseldorfer Flughafen sein. Der Flug geht um sieben Uhr fünfzig, aber er muß vorher noch zur Gepäckabfertigung. Wir erwarten das Taxi genau um fünf Uhr dreißig. Ich verlasse mich darauf, daß Sie pünktlich sind.	['reːzɛɾviːrən', 'ziː', 'miːɾ', 'bɪtə', 'aɪn', 'taksiː', 'fyːɾ', 'mɔɾɡən', 'fryː', 'hɛɾ', 'jʏɾɡən', 'ʃrøːdɜ', 'aʊs', 'myːlhaɪm', 'muːs', 'ʊm', 'zɛks', 'uːɾ', 'fʏnftseːn', 'am', 'dʏsəldɔɾfɜ', 'fluːɡhɑːfən', 'zaɪn', 'dɛɾ', 'fluːk', 'ɡeːt', 'ʊm', 'ziːbən', 'uːɾ', 'fʏnftsɪç', 'ɑːbɜ', 'ɛɾ', 'muːs', 'foːɾheːɾ', 'nɔx', 'tsuːɾ', 'ɡəpɛkapfɛɾtɪɡʊŋ', 'viːɾ', 'ɛɾvaɾtən', 'das', 'taksiː', 'ɡənaʊ', 'ʊm', 'fʏnf', 'uːɾ', 'dɾaɪsɪç', 'ɪç', 'fɛɾlasə', 'mɪç', 'dɑːraʊf', 'das', 'ziː', 'pʏŋktlɪç', 'zɪnt']	243	87
DEU	O6	Ich versuche, Herrn und Frau Jäger aus Löhne zu erreichen. Sie sind von der Töpfergasse neunundfünfzig in einen anderen Teil von Löhne gezogen. Könnten Sie mir bitte ihre neue Nummer geben. Sie sind vor ungefähr fünf Monaten umgezogen. So weit ich weiß, wohnen sie noch im selben Stadtteil.	['ɪç', 'fɛɾzuːxə', 'hɛɾn', 'ʊnt', 'fraʊ', 'jɛːɡɜ', 'aʊs', 'løːnə', 'tsuː', 'ɛɾraɪçən', 'ziː', 'zɪnt', 'fɔn', 'dɛɾ', 'tœpfɜɡasə', 'nɔønʊntfʏnftsɪç', 'ɪn', 'aɪnən', 'andərən', 'taɪl', 'fɔn', 'løːnə', 'ɡətsoːɡən', 'kœntən', 'ziː', 'miːɾ', 'bɪtə', 'iːrə', 'nɔøə', 'nʊmɜ', 'ɡeːbən', 'ziː', 'zɪnt', 'fɔɾ', 'ʊnɡəfɛːɾ', 'fʏnf', 'moːnɑːtən', 'ʊmɡətsoːɡən', 'zoː', 'vaɪt', 'ɪç', 'vaɪs', 'voːnən', 'ziː', 'nɔx', 'ɪm', 'zɛlbən', 'ʃtataɪl']	215	82
DEU	O8	Bitte verbinden Sie mich mit der Reparaturabteilung. Mein Fernseher ist nun schon seit drei Wochen bei Ihnen, und ich möchte wissen, wann er endlich fertig ist. Sie haben ihn nämlich am zwölften Juni abgeholt und versprochen, daß er in einer Woche wieder da sein wird. Ich kann ja verstehen, daß Sie viel zu tun haben, aber das ist wirklich etwas übertrieben. Können Sie mir jetzt bitte einen endgültigen Termin geben?	['bɪtə', 'fɛɾbɪndən', 'ziː', 'mɪç', 'mɪt', 'dɛɾ', 'reːparɑtuːraptaɪlʊŋ', 'maɪn', 'fɛɾnzeːɜ', 'ɪst', 'nuːn', 'ʃoːn', 'zaɪt', 'dɾaɪ', 'vɔxən', 'baɪ', 'iːnən', 'ʊnt', 'ɪç', 'mœçtə', 'vɪsən', 'van', 'ɛɾ', 'ɛntlɪç', 'fɛɾtɪç', 'ɪst', 'ziː', 'hɑːbən', 'iːn', 'nɛːmlɪç', 'am', 'tsvœlftən', 'juːniː', 'apɡəhɔlt', 'ʊnt', 'fɛɾʃpɾɔxən', 'das', 'ɛɾ', 'ɪn', 'aɪnɜ', 'vɔxə', 'viːdɜ', 'dɑː', 'zaɪn', 'vɪɾt', 'ɪç', 'kan', 'jɑː', 'fɛɾʃteːən', 'das', 'ziː', 'fiːl', 'tsuː', 'tuːn', 'hɑːbən', 'ɑːbɜ', 'das', 'ɪst', 'vɪɾklɪç', 'ɛtvɑːs', 'yːbɜtɾiːbən', 'kœnən', 'ziː', 'miːɾ', 'jɛtst', 'bɪtə', 'aɪnən', 'ɛntɡʏltɪɡən', 'tɛɾmiːn', 'ɡeːbən']	306	114
DEU	O9	Können Sie mir sagen, welche Gaststätten bei mir in der Nähe sind? Ich wohne in der Goethestraße. Ich möchte mal etwas ganz neues ausprobieren. Vielleicht japanische Küche. Aber bitte nicht ausschließlich vegetarisch.	['kœnən', 'ziː', 'miːɾ', 'zɑːɡən', 'vɛlçə', 'ɡastʃtɛtən', 'baɪ', 'miːɾ', 'ɪn', 'dɛɾ', 'nɛːə', 'zɪnt', 'ɪç', 'voːnə', 'ɪn', 'dɛɾ', 'ɡœtəstɾɑːsə', 'ɪç', 'mœçtə', 'mɑːl', 'ɛtvɑːs', 'ɡants', 'nɔøəs', 'aʊspɾoːbiːrən', 'fɪlaɪçt', 'japɑnɪʃə', 'kʏçə', 'ɑːbɜ', 'bɪtə', 'nɪçt', 'aʊsʃliːslɪç', 'veːɡeːtɑrɪʃ']	153	59
DEU	P0	Meine Frau braucht für den nächsten Monat gut aufeinander abgestimmte Bahnverbindungen. Könnten Sie mir bitte die jeweils günstigste Möglichkeit heraussuchen? Sie muß im Januar zu einer Reihe von Tagungen in Rom, Brüssel, Frankfurt, Köln und Mühlheim, jeweils von neun bis siebzehn Uhr. Würden Sie bitte Abendzüge und bequeme Hotels reservieren. Sie mag allerdings keine großen, unpersönlichen Häuser.	['maɪnə', 'fraʊ', 'bɾaʊxt', 'fyːɾ', 'deːn', 'nɛçstən', 'moːnɑːt', 'ɡuːt', 'aʊfaɪnandɜ', 'apɡəʃtɪmtə', 'bɑːnfɛɾbɪndʊŋən', 'kœntən', 'ziː', 'miːɾ', 'bɪtə', 'diː', 'jeːvaɪls', 'ɡʏnstɪçstə', 'møːklɪçkaɪt', 'hɛraʊszuːxən', 'ziː', 'muːs', 'ɪm', 'januːɑːɾ', 'tsuː', 'aɪnɜ', 'raɪə', 'fɔn', 'tɑɡʊŋən', 'ɪn', 'roːm', 'bɾʏsəl', 'fraŋkfʊɐt', 'kœln', 'ʊnt', 'myːlhaɪm', 'jeːvaɪls', 'fɔn', 'nɔøn', 'bɪs', 'ziːptseːn', 'uːɾ', 'vʏɾdən', 'ziː', 'bɪtə', 'ɑːbənttsyːɡə', 'ʊnt', 'bəkveːmə', 'hoːtəls', 'reːzɛɾviːrən', 'ziː', 'mɑːk', 'alɜdɪŋs', 'kaɪnə', 'ɡɾoːsən', 'ʊnpɛɾzøːnlɪçən', 'hɔøzɜ']	308	110
DEU	P1	Haben Sie die Möglichkeit, ein Essen für eine große Gruppe auszurichten? Wir müssen es so angeliefert bekommen, daß es sofort verzehrt werden kann. Es gibt nämlich keine Möglichkeit, das Essen in einem separaten Raum anzurichten. Wir denken da an belegte Brote, verschiedene Fleischsorten, Käse und Obst. Geben Sie eigentlich Rabatt für akademische Einrichtungen?	['hɑːbən', 'ziː', 'diː', 'møːklɪçkaɪt', 'aɪn', 'ɛsən', 'fyːɾ', 'aɪnə', 'ɡɾoːsə', 'ɡɾʊpə', 'aʊstsuːrɪçtən', 'viːɾ', 'mʏsən', 'ɛs', 'zoː', 'anɡəliːfɜt', 'bəkɔmən', 'das', 'ɛs', 'zoːfɔɾt', 'fɛɾtseːɾt', 'vɛɾdən', 'kan', 'ɛs', 'ɡiːpt', 'nɛːmlɪç', 'kaɪnə', 'møːklɪçkaɪt', 'das', 'ɛsən', 'ɪn', 'aɪnəm', 'zeːparɑːtən', 'raʊm', 'antsuːrɪçtən', 'viːɾ', 'dɛŋkən', 'dɑː', 'an', 'bəleːktə', 'bɾoːtə', 'fɛɾʃiːdənə', 'flaɪʃsɔɾtən', 'kɛːzə', 'ʊnt', 'oːpst', 'ɡeːbən', 'ziː', 'aɪɡəntlɪç', 'rɑbat', 'fyːɾ', 'ɑkadeːmɪʃə', 'aɪnrɪçtʊŋən']	276	105
DEU	P2	Schicken Sie so schnell wie möglich einen Krankenwagen in die Großgarage in der Hopfengasse. Ein alter Mann ist auf dem Eis ausgerutscht. Er hat sich das Bein gebrochen und kann nicht bewegt werden. Denken Sie an die Sperrung der Jachtstraße, sie ist wegen Straßenarbeiten gesperrt. Das städtische Krankenhaus ist bereits informiert, sie warten schon.	['ʃɪkən', 'ziː', 'zoː', 'ʃnɛl', 'viː', 'møːklɪç', 'aɪnən', 'kɾankənvɑːɡən', 'ɪn', 'diː', 'ɡɾoːsɡarɑːɡə', 'ɪn', 'dɛɾ', 'hɔpfənɡasə', 'aɪn', 'altɜ', 'man', 'ɪst', 'aʊf', 'deːm', 'aɪs', 'aʊsɡərʊtʃt', 'ɛɾ', 'hat', 'zɪç', 'das', 'baɪn', 'ɡəbɾɔxən', 'ʊnt', 'kan', 'nɪçt', 'bəveːkt', 'vɛɾdən', 'dɛŋkən', 'ziː', 'an', 'diː', 'ʃpɛrʊŋ', 'dɛɾ', 'jaxtstɾɑːsə', 'ziː', 'ɪst', 'veːɡən', 'ʃtɾɑsənaɾbaɪtən', 'ɡəʃpɛɾt', 'das', 'ʃtɛtɪʃə', 'kɾankənhaʊs', 'ɪst', 'bəraɪts', 'ɪnfɔɾmiːɾt', 'ziː', 'vaɾtən', 'ʃoːn']	256	91
DEU	P3	Geben Sie mir bitte ihre Weihnachtsabteilung. Ich brauche vierundzwanzig Kisten Weihnachtsgebäck, fünf Schachteln gemischtes Gebäck und drei große Stollen. Die Anlieferungsadresse ist Apfelweg dreiundvierzig in Bielefeld. Können Sie mir garantieren, daß alles am dreiundzwanzigsten Dezember ankommt? Ich wäre Ihnen dankbar, wenn Sie mir eine Bestätigung dieses Auftrags schicken würden.	['ɡeːbən', 'ziː', 'miːɾ', 'bɪtə', 'iːrə', 'vaɪhnaxtzaptaɪlʊŋ', 'ɪç', 'bɾaʊxə', 'fiːrʊnttsvantsɪç', 'kɪstən', 'vaɪhnaxtsɡeːbɛk', 'fʏnf', 'ʃaxtəln', 'ɡəmɪʃtəs', 'ɡəbɛk', 'ʊnt', 'dɾaɪ', 'ɡɾoːsə', 'ʃtɔlən', 'diː', 'anliːfeːrʊŋsadɾɛsə', 'ɪst', 'apfəlveːk', 'dɾaɪʊndviːɾtsɪç', 'ɪn', 'biːleːfɛlt', 'kœnən', 'ziː', 'miːɾ', 'ɡɑrantiːrən', 'das', 'aləs', 'am', 'dɾaɪʊnttsvantsɪçstən', 'deːtsɛmbɜ', 'ankɔmt', 'ɪç', 'vɛːrə', 'iːnən', 'daŋkbɑːɾ', 'vɛn', 'ziː', 'miːɾ', 'aɪnə', 'bəʃtɛːtɪɡʊŋ', 'diːzəs', 'aʊftɾɑːks', 'ʃɪkən', 'vʏɾdən']	297	106
DEU	P8	Letzte Nacht habe ich die Haustür geöffnet, um die Katze nach draußen zu lassen. Es war ein so schöner Abend, daß ich in den Garten ging, um etwas frische Luft zu schöpfen. Plötzlich hörte ich, wie die Tür hinter mir zufiel. Ich hatte mich selbst ausgesperrt. Und dann wurde ich auch noch verhaftet, als ich versuchte, die Tür aufzubrechen.	['lɛtstə', 'naxt', 'hɑːbə', 'ɪç', 'diː', 'haʊstyːɾ', 'ɡəœfnət', 'ʊm', 'diː', 'katsə', 'nɑːx', 'dɾaʊsən', 'tsuː', 'lasən', 'ɛs', 'vɑːɾ', 'aɪn', 'zoː', 'ʃøːnɜ', 'ɑːbənt', 'das', 'ɪç', 'ɪn', 'deːn', 'ɡaɾtən', 'ɡɪŋ', 'ʊm', 'ɛtvɑːs', 'frɪʃə', 'lʊft', 'tsuː', 'ʃœpfən', 'plœtslɪç', 'hœɾtə', 'ɪç', 'viː', 'diː', 'tyːɾ', 'hɪntɜ', 'miːɾ', 'tsuːfiːl', 'ɪç', 'hatə', 'mɪç', 'zɛlpst', 'aʊsɡəʃpɛɾt', 'ʊnt', 'dan', 'vʊɐdə', 'ɪç', 'aʊx', 'nɔx', 'fɛɾhaftət', 'als', 'ɪç', 'fɛɾzuːxtə', 'diː', 'tyːɾ', 'aʊftsuːbɾɛçən']	240	88
DEU	P9	Ich kann auf langen Schiffsreisen einfach nicht schlafen. Dazu sind die Sitze viel zu ungemütlich. Außerdem sprechen die anderen Passagiere zu laut oder, was noch schlimmer ist, sie schnarchen. Dazu kommt das ewige Stampfen der Maschinen. Wenn ich trotzdem gerade dabei bin einzudösen, kommt irgendeine Durchsage, und ich werde wieder wach.	['ɪç', 'kan', 'aʊf', 'laŋən', 'ʃɪfsraɪzən', 'aɪnfax', 'nɪçt', 'ʃlɑːfən', 'dɑːtsuː', 'zɪnt', 'diː', 'zɪtsə', 'fiːl', 'tsuː', 'ʊnɡəmyːtlɪç', 'aʊsɜdeːm', 'ʃpɾɛçən', 'diː', 'andərən', 'pasaʒiːrə', 'tsuː', 'laʊt', 'oːdɜ', 'vas', 'nɔx', 'ʃlɪmɜ', 'ɪst', 'ziː', 'ʃnɑːɾçən', 'dɑːtsuː', 'kɔmt', 'das', 'eːvɪɡə', 'ʃtampfən', 'dɛɾ', 'maʃiːnən', 'vɛn', 'ɪç', 'tɾɔtsdeːm', 'ɡərɑːdə', 'dɑːbaɪ', 'bɪn', 'aɪntsuːdøːzən', 'kɔmt', 'ɪɾɡəndaɪnə', 'dʊɐçzɑːɡə', 'ʊnt', 'ɪç', 'vɛɾdə', 'viːdɜ', 'vax']	246	92
DEU	Q0	Es tut mir wirklich leid, daß ich am Wochenende nicht zum Essen kommen konnte. Ich wollte dich so gern mal wieder sehen. Aber kurz bevor ich losfahren wollte, hatte ich einen kleinen Unfall. Als ich in meinen Keller gegangen bin, um eine Flasche Apfelwein zu holen, habe ich vergessen, das Licht anzumachen. Im Dunkeln bin ich dann über eine lose Stufe gestolpert und habe mir den Knöchel gebrochen.	['ɛs', 'tuːt', 'miːɾ', 'vɪɾklɪç', 'laɪt', 'das', 'ɪç', 'am', 'vɔxənəndə', 'nɪçt', 'tsʊm', 'ɛsən', 'kɔmən', 'kɔntə', 'ɪç', 'vɔltə', 'dɪç', 'zoː', 'ɡɛɾn', 'mɑːl', 'viːdɜ', 'zeːən', 'ɑːbɜ', 'kʊɐts', 'bəfoːɾ', 'ɪç', 'lɔsfɑːrən', 'vɔltə', 'hatə', 'ɪç', 'aɪnən', 'klaɪnən', 'ʊnfal', 'als', 'ɪç', 'ɪn', 'maɪnən', 'kɛlɜ', 'ɡəɡaŋən', 'bɪn', 'ʊm', 'aɪnə', 'flaʃə', 'apfəlvaɪn', 'tsuː', 'hoːlən', 'hɑːbə', 'ɪç', 'fɛɾɡɛsən', 'das', 'lɪçt', 'antsuːmaxən', 'ɪm', 'dʊnkəln', 'bɪn', 'ɪç', 'dan', 'yːbɜ', 'aɪnə', 'loːzə', 'ʃtuːfə', 'ɡəʃtɔlpɜt', 'ʊnt', 'hɑːbə', 'miːɾ', 'deːn', 'knœçəl', 'ɡəbɾɔxən']	289	112
